Kode SITC 3 digit (2018=100),,,,,,,,,,,,,
,Indeks Unit Value Ekspor Bulanan menurut Kode SITC 3 Digit (2018=100),,,,,,,,,,,,
"343 Gas alam, cair atau tidak",158.42,135.3,133.01,101.7,93.96,86.33,84.18,87.58,80.71,78.27,69.59,71.67,102.28
"422 Lemak dan minyak nabati tertentu, minyak mentah, halus atau difraksinasi, selain lunak",64.74,61.61,61.35,61.03,60.15,62.57,68.16,68.37,62.54,64.5,74.25,72.68,65.01
"431 Lemak dan minyak hewani atau nabati, diproses; lilin; campuran atau olahan dari lemak atau minyak hewani atau nabati tidak dapat dimakan, tidak dirinci",100.88,89.89,99.22,81.54,81.5,96.76,78.48,85.1,81.98,96.24,80.82,79.1,88.29
"511 Hidrokarbon, tidak dirinci, dan halogenasi daripadanya, disulfonasi, dinitrasi atau turunan dari nitrosasi",56.54,91.88,81.63,103.33,86.03,53.26,83.1,77.69,50.88,55.98,51.16,88.97,80
"512 Alkohol, fenol, fenol-alkohol, dan halogenasi daripadanya, disulfonasi, dinitrasi atau turunan dari nitrosasi",62.4,63.48,66.49,68.65,74.02,76.63,77.07,72.89,66.8,64.29,69.81,66.22,69.24
"513 Asam karboksilat dan anhidrida, halida, peroksida dan asam peroksinya; halogenasi, sulfonasi, nitrasi atau turunan nitrosasi",57.93,73.47,71.29,82.57,87.57,89.27,90.55,83.94,75.31,67.68,77.27,76.36,77.82
514 Fungsi senyawa nitrogen,121.02,119.27,102.71,113.66,107.87,109.75,111.04,107.1,107.6,109.82,107.36,111.53,110.84
"515 Senyawa organo-anorganik, senyawa heterosiklik, asam nukleat dan garamnya, dan sulfonamid",98.96,99.8,75.48,72.3,78.95,86.37,74.15,88.12,264.73,89.75,78.54,80.39,97.72
"522 Unsur kimia anorganik, oksida dan garam halogen",133.43,129.46,129.81,124.61,105.74,120.45,116.63,115.8,114.12,113.15,114.18,119.38,118.38
"523 Garam dan garam peroksi, asam anorganik dan logam",60.78,112.61,92.41,94.77,88.64,98.24,85.3,88.79,86.14,81.77,84.98,88.86,88.3
"531 Bahan pewarna dan sejenisnya sintetis organik, dan olahan daripadanya",74.71,96.3,95.25,88.31,94.65,101.18,105.19,101.63,109.68,91.87,88.07,79.31,93.71
"533 Pigmen, cat, pernis dan bahan terkait",74.35,76.05,78.68,50.36,79.82,71.76,80.02,74.07,66.2,72.19,70.46,90.6,73.69
"553 Wewangian, kosmetik atau persediaan untuk toilet (tidak termasuk sabun)",73.98,85.09,87.33,92.55,96.54,88.27,93.43,101.71,104.31,101.4,79.86,72.93,90.1
"554 Sabun, pembersih dan alat untuk pembersih",101.82,104.75,98.35,97.55,76.95,95.62,97.57,96.91,123.25,93.06,106.02,96.84,98.9
562 Pupuk (selain yang dari kelompok 272),112.09,102.34,101.77,82.6,74.04,120.47,111.47,109.88,94.24,83.25,84.06,79.59,99.2
"574 Poliasetal, polieter lainnya dan resin epoksida, dalam bentuk asal; polikarbonat, resin alkid, ester polialil dan poliester lainnya, dalam bentuk asal",90.5,81.91,80.47,79.34,87.85,88.85,65.57,61.1,58.19,57.16,68.35,58.94,73.29
"575 Plastik lainnya, dalam bentuk asal",126.93,115.73,119.35,104.48,102.81,107.81,108.21,116.61,104.69,101.69,103.05,124.2,111.25
"582 Pelat, lembaran, film, foil dan strip, dari plastik",86.72,87.02,81.06,79.62,84.88,79.22,82.18,76.25,80.79,76.7,82.55,73.13,80.79
"583 Monofilamen yang ukuran penampang melebihi 1 mm, batang, tongkat dan bentuk profil, permukaan dikerjakan maupun tidak dikerjakan, dari plastik",138.36,118.63,98.26,43.58,56.83,128.41,152.31,140.99,143.51,139.41,168.36,140.7,124.31
"591 Insektisida, redontisida, fungisida, herbisida, produk anti-berkecambah dan pengatur pertumbuhan tanaman, desinfektan dan produk semacamnya, disiapkan dalam bentuk atau kemasan untuk penjualan eceran atau sebagai alat atau barang (misalnya, kelompok sulfur, sumbu",86.14,35.55,108.39,119.04,102.53,102.86,89.84,133.66,123.68,84.7,62.32,91.69,92.68
"592 Zat tepung (pati/kanji), inulin dan zat gandum; zat albumin; zat perekat",104.77,114.4,119.04,104.96,110.67,95.43,130.34,89.7,94.77,107.1,93.17,105.88,105.74
"598 Macam-macam produk kimia, tidak dirinci",98.31,75.61,76.19,108.91,52.47,45.43,80.13,67.01,87.9,64.06,89.23,78.41,75.86
611 Kulit,117.99,110.73,103.07,118.13,109.48,114,95.88,99.29,124.3,119.05,115.56,57.28,108.43
"625 Ban karet, tapak ban dipertukarkan, penutup ban dan ban dalam untuk roda dari semua jenis",110.44,108.36,105.86,102.18,104.17,99.74,100.67,101.74,101.74,103.6,102.99,103.33,103.67
"629 Barang dari karet, tidak dirinci",89.6,95.85,105.66,95.01,99.16,83.83,87.59,90.64,86.85,91.35,86.62,98.54,92.87
"634 Veneer, kayu lapis, papan partikel, dan kayu lainnya, bekerja, tidak dirinci",102.44,101.58,99.44,93.94,97.09,100.39,92.96,93.14,93.37,94.08,96.74,94.82,96.63
"635 Produsen kayu, tidak dirinci",107.83,102.83,103.63,98.21,101.83,102.13,103.78,95.35,99.65,98.3,93.44,92.85,99.91
641 Kertas dan kertas karton,90.04,87.62,85.58,86.09,86.65,89.41,87.02,88.23,89.72,89.59,88.57,89.5,88.13
"642 Kertas dan kertas karton, dipotong menurut ukuran atau bentuk, dan barang dari kertas atau kertas karton",92.64,90.87,91.81,91.62,99.7,88.96,86.36,82.6,82.99,79.74,82.75,119.94,90.86
651 Benang tekstil,100.77,95.91,92.8,91.55,91.24,92.03,91.63,91.3,88.8,86.91,86.54,90,91.72
"652 Kain katun, tenun (tidak termasuk kain sempit atau khusus)",110.33,103.09,103.82,103.25,102.86,103.02,106.63,101.34,107.86,92.61,94.63,105.87,102.92
"653 Kain, anyaman, dari bahan tekstil buatan manusia (tidak termasuk kain sempit atau khusus)",84.83,68.67,107.01,102.37,105.67,103.45,104.07,106.02,102.76,103.71,100.33,99.35,98.7
"655 Kain rajutan atau kaitan (termasuk tabung kain rajutan, tidak dirinci, kain berbulu dan kain kerawang), tidak dirinci",85.46,89.7,88.08,102,99.89,106.23,90.13,95.7,72.12,91.23,87.02,81.32,92.36
"656 Kain tulle, renda, bordir, pita, hiasan dan barang lainnya",144.75,186.39,178.56,156.93,160.82,188.03,132.93,127.44,234.11,195.61,141.88,80.49,168.38
"657 Benang khusus, kain tekstil khusus dan produk-produk terkait",108.92,115.85,111.05,104.41,101.23,85.29,97.68,97.01,94.1,98.31,105.85,99.03,101.34
"658 Barang yang dibuat, seluruhnya atau terutama dari bahan tekstil, tidak dirinci",92.57,94.76,94.92,97.84,88.81,93.41,87.16,92.3,92.72,87.66,95.11,82.46,91.77
"659 Penutup lantai, dll",95.95,93.11,99.81,91.1,94.1,105.47,107.72,94.44,85.21,91.71,86.13,91.31,94.15
"661 Kapur, semen, dan konstruksi fabrikasi bahan (kecuali bahan kaca dan tanah liat)",84.46,206.18,118.41,323.35,326.15,86.46,95.68,93.64,93.54,95,229.56,174.99,154.86
662 Bahan konstruksi dari tanah liat dan bahan konstruksi tahan api,93.03,98.5,88.85,90.91,97.36,75.69,94.62,84.66,95.84,87.17,82.95,81.81,88.9
"663 Produsen mineral, tidak dirinci",92.91,100.76,84.98,104.27,96.88,114.86,98.39,110.86,103.77,101.41,98.61,110.61,101.56
664 Kaca,122.94,103.59,100.27,108.19,95.12,102.95,100.19,100.89,96.35,95.49,98.93,96.14,102.04
665 Barang pecah belah,65.38,63.99,56.17,65.07,60.58,58.25,64.97,63.66,62.24,60.63,69.27,71.9,63.25
675 Produk gulungan datar dari baja campuran,45.17,30.65,34.98,35.24,49.42,58.8,54.44,48.97,100.34,46.23,46.85,60.8,54.46
"676 Jeruji besi dan baja, batang, ujung, bentuk dan bagian (termasuk lapisan tiang pancang)",84.26,125.91,81.35,70.64,68.32,56.94,80.66,75.6,116.32,94.46,74.91,75.1,86.58
678 Kawat dari besi atau baja,53.89,67.13,68.15,68.38,63,55.37,56.35,70.19,115.5,63.87,81.02,72.05,71.77
682 Tembaga,89,81.3,84.91,89.6,92.22,90.46,47.59,86.4,85.44,87.94,83.35,76.98,84.41
684 Aluminium,102.18,100.42,98.64,99.94,98.03,93.25,89.97,89.73,97.54,103.01,89.36,88.75,95.01
"691 Struktur dan bagian struktur, tidak dirinci, dari besi, baja atau aluminium",142.83,103.56,49.12,119.44,142.89,102.88,120.09,119.1,114.1,113.24,123.87,126.64,120.74
693 Produk kawat ( tidak termasuk kabel listrik terisolasi) dan pagar pemanggang,110.2,173.76,103.69,109.63,91.37,100.74,136.83,102,94.45,114.14,100.44,94.94,108.79
"694 Paku, sekrup, mur, baut, paku keling dan sejenisnya, dari besi, baja, tembaga atau aluminium",48.49,48.33,42.85,50.42,54,32.3,57.66,60.37,48.51,53.84,50.39,154.14,59.66
"697 Peralatan rumah tangga dari logam dasar, tidak dirinci",113.13,77.62,98.88,99.25,102.16,106.33,93.88,88.27,90.72,97.16,82.75,101.97,96.76
"699 Produk logam dasar, tidak dirinci",95.34,46.96,90.44,91.42,86.3,101.11,91.88,90.22,96.39,113.85,85.52,142.85,90.67
"713 Mesin internal pembakaran piston dan bagian-bagiannya, tidak dirinci",88.43,89.38,90.92,92.42,82.89,89.04,90.04,82.4,80.86,93.16,84.28,95.45,88.37
"742 Pompa air, ada atau tdk dilengkapi alat ukur, lift cair; bagian dari pompa dan lift",151.71,111.83,128.57,166.65,100.96,117.57,125.52,98.84,175.97,110.19,119.35,99.13,128.31
"743 Pompa (selain pompa air) udara atau gas lainnya, kompresor dan kipas angin; ventilasi atau penutup daur ulang dilengkapi dengan kipas angin, dilengkapi atau tidak dengan filter; sentrifugal, alat penyaringan atau pemurnian ; dan bagiannya",97.48,99.27,100.29,86.65,115.74,102.6,88.84,97.91,88.47,95.01,118.58,89.34,98.72
"747 Kran, kran, katup dan alat sejenis untuk pipa, ketel uap, tanki, tong atau sejenisnya, termasuk katup penurun tekanan dan katup termostaik yang dikendalikan",109.01,111.07,93.85,115.08,136.81,104.48,95.86,96.59,83.01,105.62,98.89,100.48,105.14
"748 Poros transmisi (termasuk camshaft atau crankshaffts) dan engkol, bantalan rumah dan poros polos; gigi dan gir, bola atau rol sekrup, kotak gir dan pengubah kecepatan lainnya(termasuk konverter torsi); roda gaya dan puli",89.69,92.07,98.04,129.95,105.02,112.99,103.29,81.75,97.25,99.26,88.14,91.1,99.53
751 Mesin kantor,46.54,46.38,44.35,51.32,57.18,69.75,99.05,79.76,114.74,92.87,42.24,47.59,67.77
"762 Pesawat penerima siaran radio, dikombinasi atau tidak, di pusat yang sama dengan alat rekaman suara atau jam",74.09,80.13,81.95,85.96,85.33,73.89,77.13,91.97,88.79,161.51,75.51,69.36,87.4
771 Mesin pembangkit listrik (selain pembangkit listrik di kelompok 76) dan bagiannya,108.56,106.31,108.56,94.11,116.83,106.79,106.25,106.43,103.3,108.84,115.31,115.1,107.57
"772 Alat listrik untuk berganti atau melindungi sirkuit listrik atau untuk membuat koneksi ke atau pada sirkuit listrik (misalnya switch, relay, sekring, penangkal petir, pembatas tegangan, penekan kenaikan tegangan, colokan dan soket, lampu pegangan dan junct",66.64,99.23,90.75,42.72,101.34,108.67,116.43,58.69,75.68,109.49,71.18,107.01,87.37
"773 Peralatan untuk menyalurkan listrik, tidak dirinci",92.27,89.28,86.04,87.63,87.27,83.56,88.17,85.51,88.92,97.39,92.49,84.27,88.6
"775 Peralatan elektronik atau non-elekronik rumah tangga, tidak dirinci",102.66,106.36,106.09,119.09,96.92,97.36,95.61,97.06,107.61,104.35,90.33,98.09,102.17
"778 Mesin dan peralatan listrik, tidak dirinci",106.14,96.28,86.53,94.67,88.81,89.81,92.96,80.02,90.7,91.61,87.82,86.67,91.01
"781 Mobil dan kendaraan bermotor lainnya yang terutama didesain untuk pengangkutan orang (selain kendaraan bermotor untuk pengangkutan sepuluh orang atau lebih, termasuk pengemudi), termasuk stasiun-wagon dan mobil balap",110.28,109.57,107.75,104.31,97.16,102.31,88.21,95.99,107.05,110.59,97.53,72.08,102.15
782 Kendaraan bermotor untuk pengangkutan barang dan kendaraan bermotor tujuan khusus,98.44,95.13,102.02,93.1,86.18,91.6,89.19,89.88,88.75,89.45,96.96,92.8,93.06
"784 Bagian dan aksesori kendaraan bermotor dari kelompok 722, 781, 782 dan 783",99.75,99.12,95.69,99.27,99.9,99.92,101.49,97.87,101.39,101.27,97.31,100.9,99.48
"785 Sepeda motor (termasuk moped) dan sepeda, bermotor dan tidak bermotor; gerbong yang tidak valid",97.78,98.6,98.92,98.08,99.7,90.85,100,96.45,94.15,97.79,93.11,98.6,96.95
"813 Perlengkapan dan peralatan pencahayaan, tidak dirinci",131.6,140.35,158.76,144.82,94.03,128.94,102.74,73.44,59.45,79.33,28.11,85.29,111.02
"821 Furnitur dan bagiannya; selimut, kasur, barang pembuat kasur, bantal dan barang perabot sejenisnya",89.24,87.81,87.56,90.66,90.03,89.83,86.38,89.65,84.74,87.42,86.67,88.86,88.3
"831 Bagasi, koper, kotak rias, tas eksekutif, tas sekolah, tempat kacamata, tas teropong, tas kamera, tas alat musik, tas pistol, sarung dan wadah semacamnya; tas bepergian, tas makanan atau minuman, tas toilet",78.72,68.23,75.04,69.65,69.26,71.25,86.38,77.45,68.88,76.75,67.34,67.34,72.58
"841 Mantel pria dan anak laki-laki, jubah, jaket, jas, blazer, celana panjang, celana pendek, kemeja, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, bukan rajutan atau kaitan (selain dari subkelompok 845.2)",88,91.63,87.87,86.57,85.92,80.98,87.54,85.29,85.78,88.67,90.24,96.21,87.71
"842 Mantel wanita dan anak perempuan, jubah, jaket, jas, celana panjang, celana pendek, kemeja, gaun dan rok, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, bukan rajutan atau kaitan (selain dari subkelompok 845.2)",92.75,59.09,86.5,96.85,88.29,82.41,90.37,87.62,85.39,79.38,96.93,84.57,85.82
"843 Mantel pria dan anak laki-laki, jubah, jaket, jas, blazer, celana panjang, celana pendek, kemeja, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, rajutan atau kaitan (selain dari subkelompok 845.2)",78.18,66.53,80.21,74.09,70.67,67.96,74.76,67.88,73.23,75.88,67.05,77.15,72.59
"844 Mantel wanita dan anak perempuan, jubah, jaket, jas, celana panjang, celana pendek, kemeja, gaun dan rok, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, rajutan atau kaitan (selain dari subkelompok 845.2)",80.58,88.65,78.34,78.62,80.93,81.49,76.1,70.33,72.46,71.8,91.16,79.97,79.05
"845 Pakaian, dari kain tekstil, rajutan atau kaitan, ataupun tidak, tidak dirinci",79.41,81.76,76.36,78.8,82.9,86.99,80.92,84.34,82.9,82.12,83.4,64.57,80.16
"846 Aksesoris pakaian, dari kain tekstil, rajutan atau kaitan, ataupun tidak (selain untuk bayi)",102.24,107,89.37,104.26,105.59,99,94.53,104.96,99.03,97.55,103.24,97.78,100.52
848 Artikel dari pakaian dan aksesori pakaian selain dari kain tekstil; tutup kepala dari semua bahan,99.08,102.18,99.16,93.18,94.74,99.83,93.57,98.45,98.99,93.97,93.84,92.6,96.7
851 Alas kaki,98.46,97.8,99.67,98.38,96.68,94.34,91.42,90.56,94.28,93.66,90.86,89.6,94.65
"872 Instrumen dan peralatan, tidak dirinci, untuk tujuan medis, bedah, perawatan gigi atau kedokteran hewan",125.79,122.35,128.28,150.1,141.23,121.83,107.7,120.91,138.99,136.55,119.26,125.42,129.37
"873 Meter dan counter, tidak dirinci",168.89,144.11,133.39,131.89,122.5,107.56,122.9,145.93,122,163.05,134.12,98.69,132.99
"884 Barang-barang optik, tidak dirinci",89.82,99.26,101.64,86.73,84.51,71.26,86.63,87.65,96.55,83.45,87.64,102.02,89.19
"893 Barang dari plastik, tidak dirinci",103.61,117.11,94.76,100.67,100.48,121.75,106.8,86.86,103.03,105.84,99.14,107.66,104.01
"894 Kereta bayi, mainan, game dan barang olahraga",103.17,101.06,107.27,103.03,94.03,96.71,97.04,97.18,95.91,99.74,94.13,100.12,98.83
"895 Persediaan kantor dan alat tulis, tidak dirinci",86.46,82.11,88.6,97.13,90.54,98.97,43.29,83.23,79.69,88.28,98.27,103.2,88.62
"897 Perhiasan, emas dan perak, dan barang lainnya dari bahan mulia atau semi mulia, tidak dirinci",206.39,90.42,84.35,93.63,106.41,125.17,93.51,109.47,122.3,97.28,84.96,84.47,119.78
"898 Alat musik dan bagian dan perlengkapannya; rekaman, kaset dan suara atau mirip rekaman lainnya (tidak termasuk barang dari kelompok 763 dan 883)",101.13,99.86,100.35,98.53,96.28,100.4,108.42,102.39,103.49,103.32,103.02,164.27,106.22
"899 Aneka macam barang produksi yang terpisah, tidak dirinci",86.4,107.93,85.28,88.07,97.42,97.35,98.18,100.75,86,92.84,94.4,92.22,93.76
"971 Emas, non-moneter (tidak termasuk bijih emas dan konsentrat)",92.73,89.93,90.29,89.94,91.79,92.7,93.53,93.08,93.63,94.94,90.64,87.24,91.77
TOTAL EKSPOR,95.7,88.84,87.05,83.95,83.28,80.61,82.65,82.77,81.86,80.79,79.92,80.42,84.11
