Kode SITC 3 digit (2018=100),,,,,,,,,,,,,
,Indeks Unit Value Ekspor Bulanan menurut Kode SITC 3 Digit (2018=100),,,,,,,,,,,,
"656 Kain tulle, renda, bordir, pita, hiasan dan barang lainnya",100,100,100,100,100,100,100,100,100,100,100,100,100
"657 Benang khusus, kain tekstil khusus dan produk-produk terkait",100,100,100,100,100,100,100,100,100,100,100,100,100
"658 Barang yang dibuat, seluruhnya atau terutama dari bahan tekstil, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"659 Penutup lantai, dll",100,100,100,100,100,100,100,100,100,100,100,100,100
"661 Kapur, semen, dan konstruksi fabrikasi bahan (kecuali bahan kaca dan tanah liat)",100,100,100,100,100,100,100,100,100,100,100,100,100
662 Bahan konstruksi dari tanah liat dan bahan konstruksi tahan api,100,100,100,100,100,100,100,100,100,100,100,100,100
"663 Produsen mineral, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
664 Kaca,100,100,100,100,100,100,100,100,100,100,100,100,100
665 Barang pecah belah,100,100,100,100,100,100,100,100,100,100,100,100,100
675 Produk gulungan datar dari baja campuran,100,100,100,100,100,100,100,100,100,100,100,100,100
"676 Jeruji besi dan baja, batang, ujung, bentuk dan bagian (termasuk lapisan tiang pancang)",100,100,100,100,100,100,100,100,100,100,100,100,100
678 Kawat dari besi atau baja,100,100,100,100,100,100,100,100,100,100,100,100,100
682 Tembaga,100,100,100,100,100,100,100,100,100,100,100,100,100
684 Aluminium,100,100,100,100,100,100,100,100,100,100,100,100,100
"691 Struktur dan bagian struktur, tidak dirinci, dari besi, baja atau aluminium",100,100,100,100,100,100,100,100,100,100,100,100,100
693 Produk kawat ( tidak termasuk kabel listrik terisolasi) dan pagar pemanggang,100,100,100,100,100,100,100,100,100,100,100,100,100
"694 Paku, sekrup, mur, baut, paku keling dan sejenisnya, dari besi, baja, tembaga atau aluminium",100,100,100,100,100,100,100,100,100,100,100,100,100
"697 Peralatan rumah tangga dari logam dasar, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"699 Produk logam dasar, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"713 Mesin internal pembakaran piston dan bagian-bagiannya, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"742 Pompa air, ada atau tdk dilengkapi alat ukur, lift cair; bagian dari pompa dan lift",100,100,100,100,100,100,100,100,100,100,100,100,100
"743 Pompa (selain pompa air) udara atau gas lainnya, kompresor dan kipas angin; ventilasi atau penutup daur ulang dilengkapi dengan kipas angin, dilengkapi atau tidak dengan filter; sentrifugal, alat penyaringan atau pemurnian ; dan bagiannya",100,100,100,100,100,100,100,100,100,100,100,100,100
"747 Kran, kran, katup dan alat sejenis untuk pipa, ketel uap, tanki, tong atau sejenisnya, termasuk katup penurun tekanan dan katup termostaik yang dikendalikan",100,100,100,100,100,100,100,100,100,100,100,100,100
"748 Poros transmisi (termasuk camshaft atau crankshaffts) dan engkol, bantalan rumah dan poros polos; gigi dan gir, bola atau rol sekrup, kotak gir dan pengubah kecepatan lainnya(termasuk konverter torsi); roda gaya dan puli",100,100,100,100,100,100,100,100,100,100,100,100,100
751 Mesin kantor,100,100,100,100,100,100,100,100,100,100,100,100,100
"762 Pesawat penerima siaran radio, dikombinasi atau tidak, di pusat yang sama dengan alat rekaman suara atau jam",100,100,100,100,100,100,100,100,100,100,100,100,100
771 Mesin pembangkit listrik (selain pembangkit listrik di kelompok 76) dan bagiannya,100,100,100,100,100,100,100,100,100,100,100,100,100
"772 Alat listrik untuk berganti atau melindungi sirkuit listrik atau untuk membuat koneksi ke atau pada sirkuit listrik (misalnya switch, relay, sekring, penangkal petir, pembatas tegangan, penekan kenaikan tegangan, colokan dan soket, lampu pegangan dan junct",100,100,100,100,100,100,100,100,100,100,100,100,100
"773 Peralatan untuk menyalurkan listrik, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"775 Peralatan elektronik atau non-elekronik rumah tangga, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"778 Mesin dan peralatan listrik, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"781 Mobil dan kendaraan bermotor lainnya yang terutama didesain untuk pengangkutan orang (selain kendaraan bermotor untuk pengangkutan sepuluh orang atau lebih, termasuk pengemudi), termasuk stasiun-wagon dan mobil balap",100,100,100,100,100,100,100,100,100,100,100,100,100
782 Kendaraan bermotor untuk pengangkutan barang dan kendaraan bermotor tujuan khusus,100,100,100,100,100,100,100,100,100,100,100,100,100
"784 Bagian dan aksesori kendaraan bermotor dari kelompok 722, 781, 782 dan 783",100,100,100,100,100,100,100,100,100,100,100,100,100
"785 Sepeda motor (termasuk moped) dan sepeda, bermotor dan tidak bermotor; gerbong yang tidak valid",100,100,100,100,100,100,100,100,100,100,100,100,100
"813 Perlengkapan dan peralatan pencahayaan, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"821 Furnitur dan bagiannya; selimut, kasur, barang pembuat kasur, bantal dan barang perabot sejenisnya",100,100,100,100,100,100,100,100,100,100,100,100,100
"831 Bagasi, koper, kotak rias, tas eksekutif, tas sekolah, tempat kacamata, tas teropong, tas kamera, tas alat musik, tas pistol, sarung dan wadah semacamnya; tas bepergian, tas makanan atau minuman, tas toilet",100,100,100,100,100,100,100,100,100,100,100,100,100
"841 Mantel pria dan anak laki-laki, jubah, jaket, jas, blazer, celana panjang, celana pendek, kemeja, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, bukan rajutan atau kaitan (selain dari subkelompok 845.2)",100,100,100,100,100,100,100,100,100,100,100,100,100
"842 Mantel wanita dan anak perempuan, jubah, jaket, jas, celana panjang, celana pendek, kemeja, gaun dan rok, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, bukan rajutan atau kaitan (selain dari subkelompok 845.2)",100,100,100,100,100,100,100,100,100,100,100,100,100
"843 Mantel pria dan anak laki-laki, jubah, jaket, jas, blazer, celana panjang, celana pendek, kemeja, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, rajutan atau kaitan (selain dari subkelompok 845.2)",100,100,100,100,100,100,100,100,100,100,100,100,100
"844 Mantel wanita dan anak perempuan, jubah, jaket, jas, celana panjang, celana pendek, kemeja, gaun dan rok, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, rajutan atau kaitan (selain dari subkelompok 845.2)",100,100,100,100,100,100,100,100,100,100,100,100,100
"845 Pakaian, dari kain tekstil, rajutan atau kaitan, ataupun tidak, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"846 Aksesoris pakaian, dari kain tekstil, rajutan atau kaitan, ataupun tidak (selain untuk bayi)",100,100,100,100,100,100,100,100,100,100,100,100,100
848 Artikel dari pakaian dan aksesori pakaian selain dari kain tekstil; tutup kepala dari semua bahan,100,100,100,100,100,100,100,100,100,100,100,100,100
851 Alas kaki,100,100,100,100,100,100,100,100,100,100,100,100,100
"872 Instrumen dan peralatan, tidak dirinci, untuk tujuan medis, bedah, perawatan gigi atau kedokteran hewan",100,100,100,100,100,100,100,100,100,100,100,100,100
"873 Meter dan counter, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"884 Barang-barang optik, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"893 Barang dari plastik, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"894 Kereta bayi, mainan, game dan barang olahraga",100,100,100,100,100,100,100,100,100,100,100,100,100
"895 Persediaan kantor dan alat tulis, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"897 Perhiasan, emas dan perak, dan barang lainnya dari bahan mulia atau semi mulia, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"898 Alat musik dan bagian dan perlengkapannya; rekaman, kaset dan suara atau mirip rekaman lainnya (tidak termasuk barang dari kelompok 763 dan 883)",100,100,100,100,100,100,100,100,100,100,100,100,100
"899 Aneka macam barang produksi yang terpisah, tidak dirinci",100,100,100,100,100,100,100,100,100,100,100,100,100
"971 Emas, non-moneter (tidak termasuk bijih emas dan konsentrat)",100,100,100,100,100,100,100,100,100,100,100,100,100
TOTAL EKSPOR,100,100,100,100,100,100,100,100,100,100,100,100,100
