Kode SITC 3 digit (2018=100),,,,,,,,,,,,,
,Indeks Unit Value Ekspor Bulanan menurut Kode SITC 3 Digit (2018=100),,,,,,,,,,,,
"273 Batu, pasir dan kerikil",118.39,112.01,117.03,114.76,118.48,121.27,119.32,122.41,129.06,124.76,115.24,113.22,119.53
283 Bijih tembaga dan konsentratnya; Mate tembaga; tembaga semen,107.44,100.98,97.08,100.82,97.64,96.78,102.9,111.64,109.1,106.6,119.8,159.25,112.99
"288 Limbah logam dasar dan skrap selain besi, tidak dirinci",127.37,134.16,120.47,109.4,96.17,96.42,110.59,100.67,128.09,116.11,121.98,138.92,116.76
"292 Bahan nabati mentah, tidak dirinci",144.38,145.08,145.83,137.6,150.42,130.87,123.19,126.97,122.1,122.32,119.82,117.14,132.67
"321 Batubara, ditumbuk atau tidak, tetapi tidak diaglomerasi",238.24,214.94,176.75,177.43,166.26,155.52,126.6,121.02,120.84,130.78,138.75,148.24,163.87
"322 Briket, lignit dan gambut",192.5,166.88,156.11,159.21,169.78,157.53,117.51,113.32,121.77,134.24,153.48,171.92,154.37
"333 Minyak petroleum dan minyak yang diperoleh dari mineral mengandung bitumen, mentah",136.9,138.16,136.69,119.31,112.39,104.45,107.54,112.23,114.41,125.62,151.5,147.68,126.03
"343 Gas alam, cair atau tidak",167.14,159.31,153.78,134.61,128.45,119.24,121.44,131.26,113.22,121.06,112.87,112.89,131.88
"422 Lemak dan minyak nabati tertentu, minyak mentah, halus atau difraksinasi, selain lunak",129.84,136.6,133.45,135.43,137.63,129.23,134,144.6,146.68,143.58,150.21,158.36,139.72
"431 Lemak dan minyak hewani atau nabati, diproses; lilin; campuran atau olahan dari lemak atau minyak hewani atau nabati tidak dapat dimakan, tidak dirinci",98.83,134.19,115.21,113.39,113.47,117.63,120.41,136.4,116.19,120.63,96.29,107.08,116.17
"511 Hidrokarbon, tidak dirinci, dan halogenasi daripadanya, disulfonasi, dinitrasi atau turunan dari nitrosasi",90.78,101.16,337.35,113.7,90.22,86.17,49.79,60.4,190.5,64.37,58.65,88.07,154.67
"512 Alkohol, fenol, fenol-alkohol, dan halogenasi daripadanya, disulfonasi, dinitrasi atau turunan dari nitrosasi",93.32,91.91,97.69,97.15,103.66,110.02,112.85,111.8,113.65,113.05,115.9,119.49,106.62
"513 Asam karboksilat dan anhidrida, halida, peroksida dan asam peroksinya; halogenasi, sulfonasi, nitrasi atau turunan nitrosasi",113.5,114.76,117.3,89.61,94.67,102.27,99.15,91.5,89,97.35,96.05,92.1,99.38
514 Fungsi senyawa nitrogen,103.97,119.11,115.07,115.79,127.87,124.21,115.88,116.8,114.12,114.85,115.94,119.27,116.96
"515 Senyawa organo-anorganik, senyawa heterosiklik, asam nukleat dan garamnya, dan sulfonamid",128.83,129.62,122.14,91.84,102.88,110.66,111.74,111.87,122.18,138.55,132.8,128.96,119.73
"522 Unsur kimia anorganik, oksida dan garam halogen",190.02,196.2,149.26,116.86,99.51,147.65,98.26,147.03,128.72,143.14,151.65,147.94,149.99
"523 Garam dan garam peroksi, asam anorganik dan logam",128.92,131.23,135.38,123.64,121.09,127.21,101.88,110.76,92.11,97.3,86.65,102.4,102.77
"531 Bahan pewarna dan sejenisnya sintetis organik, dan olahan daripadanya",105.92,119.92,105.73,110.13,110.38,107.98,108.68,102.71,101.25,100.33,102.18,89.95,105.31
"533 Pigmen, cat, pernis dan bahan terkait",87.21,77.45,81.53,66.2,67.18,72.14,69.29,73.54,73.4,53.31,56.64,55.93,69.53
"553 Wewangian, kosmetik atau persediaan untuk toilet (tidak termasuk sabun)",84.38,84.24,94.16,105.36,105.14,98.12,92.78,111.61,88.83,93.58,78.65,117.76,95.8
"554 Sabun, pembersih dan alat untuk pembersih",122.58,114.25,115.81,113.46,108.02,110.13,114.9,109.63,150.84,110.69,132.4,113.36,117.91
562 Pupuk (selain yang dari kelompok 272),58.04,181.32,132.7,109.96,119.96,128.91,121.38,161.15,127.93,123.84,115.68,109.47,122.13
"574 Poliasetal, polieter lainnya dan resin epoksida, dalam bentuk asal; polikarbonat, resin alkid, ester polialil dan poliester lainnya, dalam bentuk asal",90.73,97.48,97.47,94.53,96.85,91.36,86.19,80.05,81.78,80.64,83.09,88.7,88.69
"575 Plastik lainnya, dalam bentuk asal",94.05,99.49,94.71,96.2,94.58,98.37,95.47,87.83,440.6,87.56,103.91,97.61,124.34
"582 Pelat, lembaran, film, foil dan strip, dari plastik",90.04,90.5,89.14,84.98,86.5,84.26,83.42,77.03,74.33,76.69,78.19,76.68,82.75
"583 Monofilamen yang ukuran penampang melebihi 1 mm, batang, tongkat dan bentuk profil, permukaan dikerjakan maupun tidak dikerjakan, dari plastik",91.93,93,87.21,92.34,101.72,94.66,94.53,100.8,104.87,110.25,107.43,87.76,97.67
"591 Insektisida, redontisida, fungisida, herbisida, produk anti-berkecambah dan pengatur pertumbuhan tanaman, desinfektan dan produk semacamnya, disiapkan dalam bentuk atau kemasan untuk penjualan eceran atau sebagai alat atau barang (misalnya, kelompok sulfur, sumbu",239.88,114.79,167.47,141.07,156.1,134.79,132.65,212.43,241.8,129.2,101.26,140.78,160.07
"592 Zat tepung (pati/kanji), inulin dan zat gandum; zat albumin; zat perekat",130.71,134.02,120.46,109.06,110.66,96.35,105.63,94.14,92.77,316.86,100.29,100.57,134.7
"598 Macam-macam produk kimia, tidak dirinci",267.71,156.15,146.82,160.89,148.98,133.46,146.24,133.28,125.63,110.5,123.87,133.02,151.92
611 Kulit,121.02,106.17,82.16,94.39,98.92,80.64,87.49,88.82,98.77,95.76,86.47,103.71,95.39
"625 Ban karet, tapak ban dipertukarkan, penutup ban dan ban dalam untuk roda dari semua jenis",140.85,136.84,132.15,134.63,135.75,133.74,130.88,131.07,127.06,127.84,125.66,124.46,131.85
"629 Barang dari karet, tidak dirinci",80.65,34.27,71.25,99.02,60.27,79.98,90.75,93.98,88.85,54.02,76.65,94.07,76.49
"634 Veneer, kayu lapis, papan partikel, dan kayu lainnya, bekerja, tidak dirinci",96.63,93.91,91.78,89.06,87.72,87.34,85.06,85.97,84.09,70.21,85.57,85.99,86.48
"635 Produsen kayu, tidak dirinci",103.68,107.11,100.21,103.87,100.63,102.33,102.26,97.62,98.81,93.51,91.6,91.51,99.4
641 Kertas dan kertas karton,102.57,100.4,99.18,97.37,97.49,99.6,94.12,92.99,92.93,90.31,92.29,96.57,96.47
"642 Kertas dan kertas karton, dipotong menurut ukuran atau bentuk, dan barang dari kertas atau kertas karton",125.5,116.95,117.36,116.65,116.6,93.9,110.72,108.69,109.04,104.5,109.55,101.71,110.56
651 Benang tekstil,95.06,95.85,95.25,90.12,92.44,90.43,88.27,87.14,84.47,85.08,85.38,87.86,89.95
"652 Kain katun, tenun (tidak termasuk kain sempit atau khusus)",124.54,122.36,121.93,113.34,107.64,103.87,104.25,111.3,115.46,93.54,110.33,123.24,112.67
"653 Kain, anyaman, dari bahan tekstil buatan manusia (tidak termasuk kain sempit atau khusus)",116.25,116.24,112.15,113.14,111.59,113.29,111.58,111.13,110.04,113.01,109.75,110.75,112.42
"655 Kain rajutan atau kaitan (termasuk tabung kain rajutan, tidak dirinci, kain berbulu dan kain kerawang), tidak dirinci",121.4,99.01,95.68,111.21,102.68,135.79,120.21,119.71,120.51,109.54,96.56,105.89,112.02
"656 Kain tulle, renda, bordir, pita, hiasan dan barang lainnya",125.57,134.8,138.34,92.23,110.56,176.88,111.27,70.26,160.44,176.01,124.99,83.28,126.44
"657 Benang khusus, kain tekstil khusus dan produk-produk terkait",106.37,117.28,110.73,108.08,104.91,105.52,104.38,100.6,99.94,98.32,95.76,101.17,104.55
"658 Barang yang dibuat, seluruhnya atau terutama dari bahan tekstil, tidak dirinci",92.33,103.11,101.52,102.24,95.04,107.94,91.07,97.96,109.65,105.89,105.02,101.95,100.85
"659 Penutup lantai, dll",98.01,100.71,96.24,99.15,101.67,108.47,101.76,112.68,90.22,96.89,88.38,100.76,99.74
"661 Kapur, semen, dan konstruksi fabrikasi bahan (kecuali bahan kaca dan tanah liat)",117.07,120.17,122.97,108,105.27,99.52,100.01,104.11,99.91,104.88,99.9,99.53,107.02
662 Bahan konstruksi dari tanah liat dan bahan konstruksi tahan api,98.02,103.77,93.57,92.19,99.81,86.23,93.11,89.55,95.32,96.49,101.91,84.81,94.6
"663 Produsen mineral, tidak dirinci",104.31,107.68,103.83,116.65,113.39,132.15,113.76,119.59,113.71,109.81,113.8,119.02,114.13
664 Kaca,123.36,114.77,109.4,119.25,116.27,115.96,117.04,111.52,112.2,111.06,112,112.03,114.31
665 Barang pecah belah,123.17,117.72,124.22,112.83,114.35,117.07,114.06,114.41,107.3,117.69,105.79,98.97,113.56
675 Produk gulungan datar dari baja campuran,130.54,141.42,130.73,133.92,135.52,122.44,119.08,109.03,120.07,115.87,107.28,110.47,123.95
"676 Jeruji besi dan baja, batang, ujung, bentuk dan bagian (termasuk lapisan tiang pancang)",96.52,119.84,66.37,93.65,100.47,59.11,102.8,69.45,79.86,51.73,69.73,28.6,80.96
678 Kawat dari besi atau baja,111.4,118.15,117.84,119.9,120.51,108.63,128.35,110.85,109.42,103.03,112.95,105.66,114.22
682 Tembaga,125.53,127.33,127.76,129.79,126.23,119.55,126.37,136.54,138.53,130.9,129.47,134.93,130.17
684 Aluminium,115.06,115.03,116.76,119.74,113.5,110.31,181.02,105.22,103.44,109.79,111.48,111.59,114.32
"691 Struktur dan bagian struktur, tidak dirinci, dari besi, baja atau aluminium",245.44,82.88,71.72,43.85,174.42,21.63,78.36,145.31,52,49.46,103.83,143.33,113.49
693 Produk kawat ( tidak termasuk kabel listrik terisolasi) dan pagar pemanggang,105.25,104.69,110.19,120.84,93.01,103.61,99.94,97.64,94.54,93.58,90.92,95.25,100.97
"694 Paku, sekrup, mur, baut, paku keling dan sejenisnya, dari besi, baja, tembaga atau aluminium",122.91,119.86,111.75,120.34,103.39,100.95,110.21,113.54,135.68,119.68,130.44,217.3,127.85
"697 Peralatan rumah tangga dari logam dasar, tidak dirinci",139.31,106.75,123.52,118.61,108.42,136.69,120.42,98.3,89.23,96.64,88.96,78.83,105.94
"699 Produk logam dasar, tidak dirinci",111.57,123.69,132.77,135.77,115.52,125.38,119.44,121.28,140.22,124.12,143.68,202.35,133.87
"713 Mesin internal pembakaran piston dan bagian-bagiannya, tidak dirinci",101.73,103.47,97.78,103.83,104.04,141.5,102.88,102.11,102.43,105.75,150.78,106.37,110.69
"742 Pompa air, ada atau tdk dilengkapi alat ukur, lift cair; bagian dari pompa dan lift",113.49,81.72,61.93,80.88,65.94,74.01,91.02,22.23,57.4,71.64,80.24,95.45,74.76
"743 Pompa (selain pompa air) udara atau gas lainnya, kompresor dan kipas angin; ventilasi atau penutup daur ulang dilengkapi dengan kipas angin, dilengkapi atau tidak dengan filter; sentrifugal, alat penyaringan atau pemurnian ; dan bagiannya",102.84,110.9,107.27,110.91,113.24,120.44,113.76,113.37,117.95,106.2,132.43,99.82,114.04
"747 Kran, kran, katup dan alat sejenis untuk pipa, ketel uap, tanki, tong atau sejenisnya, termasuk katup penurun tekanan dan katup termostaik yang dikendalikan",103.74,109.43,199.64,143.85,160.37,275.24,196.53,129,141.1,158.43,133.88,116.37,168.09
"748 Poros transmisi (termasuk camshaft atau crankshaffts) dan engkol, bantalan rumah dan poros polos; gigi dan gir, bola atau rol sekrup, kotak gir dan pengubah kecepatan lainnya(termasuk konverter torsi); roda gaya dan puli",152.13,116.33,122.19,119.37,123.17,112.79,117.1,112.94,115.11,125.66,138.4,114.7,122.96
751 Mesin kantor,115.04,114.96,137.45,121.12,117.86,116.49,121.73,114.55,111.12,114.6,119.91,123.81,119.27
"762 Pesawat penerima siaran radio, dikombinasi atau tidak, di pusat yang sama dengan alat rekaman suara atau jam",132.33,139.2,136.33,149.35,145.74,122.94,133.49,149,142.22,141.21,129.46,129.1,138.12
771 Mesin pembangkit listrik (selain pembangkit listrik di kelompok 76) dan bagiannya,121.42,106.06,120.61,169.7,128.98,105.48,114.38,114.36,102.24,107.5,116.27,127.6,118.79
"772 Alat listrik untuk berganti atau melindungi sirkuit listrik atau untuk membuat koneksi ke atau pada sirkuit listrik (misalnya switch, relay, sekring, penangkal petir, pembatas tegangan, penekan kenaikan tegangan, colokan dan soket, lampu pegangan dan junct",107.61,105.21,122.61,133.47,131.47,105.79,101.26,114.39,99,100.4,92.8,99.77,110.52
"773 Peralatan untuk menyalurkan listrik, tidak dirinci",124.64,123.16,123.48,123.52,120.31,117.98,115.16,116.72,120.48,125.61,117.37,122.47,120.78
"775 Peralatan elektronik atau non-elekronik rumah tangga, tidak dirinci",131.2,129.62,127.58,136.91,130.99,130.64,133.89,130.64,129.08,125.59,108.28,102.31,126.86
"778 Mesin dan peralatan listrik, tidak dirinci",130.45,147.02,126.79,155.9,120.42,126.22,134.03,129.13,131.09,127.05,127.71,144.78,134.25
"781 Mobil dan kendaraan bermotor lainnya yang terutama didesain untuk pengangkutan orang (selain kendaraan bermotor untuk pengangkutan sepuluh orang atau lebih, termasuk pengemudi), termasuk stasiun-wagon dan mobil balap",126.59,125.39,111.88,121.31,110.97,111.72,110.58,110.23,113.08,116.51,124.42,99.87,115.24
782 Kendaraan bermotor untuk pengangkutan barang dan kendaraan bermotor tujuan khusus,83.29,75.22,69.85,67.1,74.45,87.49,69.69,92.07,73.88,92.14,79.3,87.58,79.61
"784 Bagian dan aksesori kendaraan bermotor dari kelompok 722, 781, 782 dan 783",104.72,110.62,102.6,106.6,116.33,104.13,102.88,102.89,102.53,106.84,103.95,104.36,105.67
"785 Sepeda motor (termasuk moped) dan sepeda, bermotor dan tidak bermotor; gerbong yang tidak valid",119.02,117.88,115.8,121.67,116.06,113.81,113.07,113.44,113.86,123.64,113.64,153.05,118.87
"813 Perlengkapan dan peralatan pencahayaan, tidak dirinci",106.75,92.97,107.66,114.07,95.38,74.29,61.34,70.55,59.59,83.47,142.8,84.13,84.96
"821 Furnitur dan bagiannya; selimut, kasur, barang pembuat kasur, bantal dan barang perabot sejenisnya",109.98,110.08,113.75,117.85,115.96,101.1,115.68,114.85,105.8,112.34,127.14,117.71,113.64
"831 Bagasi, koper, kotak rias, tas eksekutif, tas sekolah, tempat kacamata, tas teropong, tas kamera, tas alat musik, tas pistol, sarung dan wadah semacamnya; tas bepergian, tas makanan atau minuman, tas toilet",98.08,109.81,93.78,97.8,103.18,94.57,98.26,97.93,91.51,98.34,93.61,88.75,97.41
"841 Mantel pria dan anak laki-laki, jubah, jaket, jas, blazer, celana panjang, celana pendek, kemeja, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, bukan rajutan atau kaitan (selain dari subkelompok 845.2)",126.3,122.86,133.35,127.8,127.91,104.97,115.18,110.64,110.55,131.83,123.11,117.74,120.73
"842 Mantel wanita dan anak perempuan, jubah, jaket, jas, celana panjang, celana pendek, kemeja, gaun dan rok, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, bukan rajutan atau kaitan (selain dari subkelompok 845.2)",127.96,125.68,116.41,138.19,121.75,111.78,113.85,116.51,112.6,126.36,130.97,114.68,121
"843 Mantel pria dan anak laki-laki, jubah, jaket, jas, blazer, celana panjang, celana pendek, kemeja, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, rajutan atau kaitan (selain dari subkelompok 845.2)",122.2,124.09,124.21,119.39,115.81,106.2,106.72,90.59,111.37,109.65,88.52,110.1,110.15
"844 Mantel wanita dan anak perempuan, jubah, jaket, jas, celana panjang, celana pendek, kemeja, gaun dan rok, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, rajutan atau kaitan (selain dari subkelompok 845.2)",118.03,123.31,112.11,112.89,120.83,119.14,110.73,268.35,103.83,104.9,116.58,110.85,147.38
"845 Pakaian, dari kain tekstil, rajutan atau kaitan, ataupun tidak, tidak dirinci",118.51,121.1,121.97,128.73,121.1,115.03,107.22,110.72,122.31,124.14,116.14,113.66,117.74
"846 Aksesoris pakaian, dari kain tekstil, rajutan atau kaitan, ataupun tidak (selain untuk bayi)",110.82,121.35,117.29,97.34,120.84,92.86,101.86,96.78,99.58,89.02,109.91,85.5,104.03
848 Artikel dari pakaian dan aksesori pakaian selain dari kain tekstil; tutup kepala dari semua bahan,135.34,128,132.26,128.37,123.27,124.17,126.59,121.09,115.38,106.1,118.7,115.61,122.82
851 Alas kaki,110.94,108.74,107.74,107.37,105.12,105.85,105.87,101.98,105.63,105.2,102.66,98.87,105.47
"872 Instrumen dan peralatan, tidak dirinci, untuk tujuan medis, bedah, perawatan gigi atau kedokteran hewan",118.02,103.94,122,115.55,120.06,111.63,113.11,118.5,120.3,118.55,117.54,107.69,115.76
"873 Meter dan counter, tidak dirinci",124.44,116.47,124.95,139.86,124.73,122.36,138.7,122.16,138.33,149.77,126.09,108.41,127.58
"884 Barang-barang optik, tidak dirinci",93.48,124.24,133.73,123.08,114.09,111.97,86.86,102.38,104.66,110.16,97.22,101.86,109.48
"893 Barang dari plastik, tidak dirinci",110.94,126.14,98.32,110.3,99.99,120.18,111.14,95.93,126.83,107.91,92.29,133.5,110.83
"894 Kereta bayi, mainan, game dan barang olahraga",94.06,101.31,100.37,107.25,95.59,100.8,88.34,127.62,92.58,89.23,94.99,97.58,99.06
"895 Persediaan kantor dan alat tulis, tidak dirinci",105.55,114.18,98.98,96.4,102.52,100.86,93.92,83.98,82.05,103.76,88.05,107.42,97.42
"897 Perhiasan, emas dan perak, dan barang lainnya dari bahan mulia atau semi mulia, tidak dirinci",129.18,118.02,141.33,142.69,126.38,147.89,144.17,149.9,178.64,160.02,178.53,171.08,150.6
"898 Alat musik dan bagian dan perlengkapannya; rekaman, kaset dan suara atau mirip rekaman lainnya (tidak termasuk barang dari kelompok 763 dan 883)",142.81,138.19,138.98,136.94,138.93,135.32,135.34,120.91,146.37,116.95,139.03,246.65,144.11
"899 Aneka macam barang produksi yang terpisah, tidak dirinci",110.18,116.58,117.79,112.39,101.94,114.43,114.87,129.23,92.05,111.35,121.79,116.48,113.31
"971 Emas, non-moneter (tidak termasuk bijih emas dan konsentrat)",143.94,140.21,142.76,148.43,152.65,151.5,156.99,157.22,158.65,13.22,13.99,9.73,117.52
TOTAL EKSPOR,139.09,134.01,127.24,125.78,122.02,117.81,114.12,115.91,116.21,117.17,119.96,122.44,122.77
