Kode SITC 3 digit (2018=100),,,,,,,,,,,,,
,Indeks Unit Value Ekspor Bulanan menurut Kode SITC 3 Digit (2018=100),,,,,,,,,,,,
"511 Hidrokarbon, tidak dirinci, dan halogenasi daripadanya, disulfonasi, dinitrasi atau turunan dari nitrosasi",96.8,93.35,99.48,114.44,91.87,82.14,87,78.09,87.93,74.64,81.31,81.78,92.26
"512 Alkohol, fenol, fenol-alkohol, dan halogenasi daripadanya, disulfonasi, dinitrasi atau turunan dari nitrosasi",66.92,71.37,74.47,73.72,75.6,81.32,77.77,73.69,77.89,80.46,84.28,95.6,77.73
"513 Asam karboksilat dan anhidrida, halida, peroksida dan asam peroksinya; halogenasi, sulfonasi, nitrasi atau turunan nitrosasi",105.91,98.9,105.88,82.46,84.2,84.46,82.57,78.53,70.53,72.46,70.05,73.26,83.11
514 Fungsi senyawa nitrogen,91.98,93.35,93.63,98.28,94.6,98.2,104.03,102.34,101.72,107.56,110.76,103.3,99.53
"515 Senyawa organo-anorganik, senyawa heterosiklik, asam nukleat dan garamnya, dan sulfonamid",107.27,94.37,93.51,75.8,83.93,89.62,91.59,85.13,88.22,96.71,97.4,90.97,91.06
"522 Unsur kimia anorganik, oksida dan garam halogen",85.83,84.27,84.53,87.54,82.1,80.69,78.47,73.52,72.93,74.66,72.09,80.36,79.69
"523 Garam dan garam peroksi, asam anorganik dan logam",103.62,105.39,107.73,107.71,99.58,103.9,107.01,108.23,97.12,80.83,100.13,103.6,102
"531 Bahan pewarna dan sejenisnya sintetis organik, dan olahan daripadanya",106.73,107.06,102.32,107.75,117.6,109.82,114.7,110.49,114.02,111.3,117.16,94.65,109.92
"533 Pigmen, cat, pernis dan bahan terkait",101.05,111.46,116.12,104.51,100,98.88,94.37,85.22,76.63,72.46,70.45,73.75,94.88
"553 Wewangian, kosmetik atau persediaan untuk toilet (tidak termasuk sabun)",90.95,90.91,98.73,113.48,109.05,100.63,103.93,106.17,110.34,115.54,114.55,105.91,105.56
"554 Sabun, pembersih dan alat untuk pembersih",95.27,95.89,93.6,91.15,91.7,89.48,89.4,92.36,109.92,95.78,102.17,97.42,95.44
562 Pupuk (selain yang dari kelompok 272),161.95,102.82,104.04,95.22,97.54,103.84,109.23,112.62,86.09,89.01,86.7,83.42,99.19
"574 Poliasetal, polieter lainnya dan resin epoksida, dalam bentuk asal; polikarbonat, resin alkid, ester polialil dan poliester lainnya, dalam bentuk asal",99.26,94.58,93.66,92.76,93.88,87.47,79.27,78.86,77.83,76.91,76.45,77.4,86.65
"575 Plastik lainnya, dalam bentuk asal",97.03,96.91,97.13,98.55,99.5,96.81,89.84,93.94,91.25,83.6,87.4,98.72,94.06
"582 Pelat, lembaran, film, foil dan strip, dari plastik",103.57,100.88,98.53,98.44,96.11,94.5,93.77,91.35,89.07,89.7,89.08,88.08,94.26
"583 Monofilamen yang ukuran penampang melebihi 1 mm, batang, tongkat dan bentuk profil, permukaan dikerjakan maupun tidak dikerjakan, dari plastik",105.25,102.87,93.77,88.61,92.36,94.53,89.16,95.39,93.18,90.88,88.87,88.39,93.35
"591 Insektisida, redontisida, fungisida, herbisida, produk anti-berkecambah dan pengatur pertumbuhan tanaman, desinfektan dan produk semacamnya, disiapkan dalam bentuk atau kemasan untuk penjualan eceran atau sebagai alat atau barang (misalnya, kelompok sulfur, sumbu",117.44,88.48,122.71,129.56,111.79,109.93,108.13,127.42,148.33,76.27,54.2,116.11,110.31
"592 Zat tepung (pati/kanji), inulin dan zat gandum; zat albumin; zat perekat",109.81,101.27,104.26,98.99,102.31,95.04,105.59,89.95,87.52,100.62,87.11,100.25,99.15
"598 Macam-macam produk kimia, tidak dirinci",121.56,91.94,92.49,85.34,88.24,90.76,87.71,92.11,88.51,86.92,94.58,91.54,91.57
611 Kulit,106.93,98.95,90.32,96.02,85.08,103.07,84.66,102.35,91.3,96.28,94.81,69.1,92.62
"625 Ban karet, tapak ban dipertukarkan, penutup ban dan ban dalam untuk roda dari semua jenis",101.88,101.13,100.45,101.55,100.75,99.53,98.64,100.82,100.19,101.77,102.86,102.13,100.97
"629 Barang dari karet, tidak dirinci",101.2,101.18,100.06,101.3,104.23,96.5,100.26,98.42,101.06,96.29,101.05,104.54,100.55
"634 Veneer, kayu lapis, papan partikel, dan kayu lainnya, bekerja, tidak dirinci",97.63,96.3,91.55,87.71,87.15,86.2,82.38,85.5,83.56,79.12,85.02,84.66,87.17
"635 Produsen kayu, tidak dirinci",99.62,101.14,101.09,99.94,102.61,100.12,99.16,97.94,94.03,99.36,95.96,94.36,98.91
641 Kertas dan kertas karton,92.81,89.68,88.92,87.36,87.45,90.98,90.99,90.35,90.49,88.91,89.32,90.8,89.8
"642 Kertas dan kertas karton, dipotong menurut ukuran atau bentuk, dan barang dari kertas atau kertas karton",114.5,105.43,104.41,104.35,101.91,100.54,101.62,103.24,99.47,99.36,102.97,100.64,103.18
651 Benang tekstil,100.07,96.51,95.15,93.53,91.59,89.86,87.15,87,84.38,82.35,81.58,82.76,89.9
"652 Kain katun, tenun (tidak termasuk kain sempit atau khusus)",110.89,117.88,103.43,112.11,99.45,102.33,96.3,97.04,103.67,93.59,93.61,94.15,102.24
"653 Kain, anyaman, dari bahan tekstil buatan manusia (tidak termasuk kain sempit atau khusus)",103.04,99.32,97.43,96.88,98.34,97.21,96.69,101.33,98.41,103.38,97.19,98.16,98.97
"655 Kain rajutan atau kaitan (termasuk tabung kain rajutan, tidak dirinci, kain berbulu dan kain kerawang), tidak dirinci",104.09,103.08,90.51,109.36,98.2,64.05,97.27,109.79,100.69,97.23,84.89,83.86,96.89
"656 Kain tulle, renda, bordir, pita, hiasan dan barang lainnya",99.41,100.3,91.46,88.77,93.44,90.61,99.67,88.68,99.73,89.32,93.53,66.3,92.14
"657 Benang khusus, kain tekstil khusus dan produk-produk terkait",108.79,109.88,106.65,101.26,101.92,103.88,97.84,97.74,92.64,95.07,100.55,98.33,101.17
"658 Barang yang dibuat, seluruhnya atau terutama dari bahan tekstil, tidak dirinci",102.95,122.14,98.25,102.13,94.38,95.45,93.6,96.24,108.46,89.38,91.56,65.69,96.84
"659 Penutup lantai, dll",97,99.01,98.95,96.21,90.28,127.79,107.05,105.55,97.71,101.97,99.65,99.26,101.03
"661 Kapur, semen, dan konstruksi fabrikasi bahan (kecuali bahan kaca dan tanah liat)",109.46,117.04,115.34,102.35,101.94,84.48,101.4,102.29,99.92,107.42,98.66,111.64,104.63
662 Bahan konstruksi dari tanah liat dan bahan konstruksi tahan api,116.98,106.92,95.31,97.74,107.1,84.89,94.32,98.56,105.82,110,110.29,99.14,102.05
"663 Produsen mineral, tidak dirinci",101.19,112.23,93.59,117.04,86.81,119.14,101.46,104.15,100.49,100.85,99.92,97.73,102.52
664 Kaca,106.04,98.62,95.93,106.45,98.53,97.91,96.33,94.42,95.48,98.62,100.06,99.24,98.79
665 Barang pecah belah,105.36,96.38,109.69,101.77,103.29,105.67,114.11,108.67,107.32,114.4,94.44,89.34,104.99
675 Produk gulungan datar dari baja campuran,96.12,98.08,91.94,95.7,99.58,99.67,99.94,97.5,101.86,104.88,98.78,107.18,99.24
"676 Jeruji besi dan baja, batang, ujung, bentuk dan bagian (termasuk lapisan tiang pancang)",114.86,117.19,88.35,91.01,83,73.26,89.05,92.39,91.55,95.12,78.14,81.89,89.67
678 Kawat dari besi atau baja,95.41,101.36,96.75,93.44,95.53,93.13,92.04,86.66,93.88,91.47,97.59,88.53,94.07
682 Tembaga,87.62,87.49,93.67,95.55,91.81,86.61,90.87,96.25,96.29,94.11,94.06,95.78,92.79
684 Aluminium,95.38,93.58,92.71,94.87,93.36,89.44,89.42,88.47,89.82,89.9,88.19,91.03,91.79
"691 Struktur dan bagian struktur, tidak dirinci, dari besi, baja atau aluminium",96.87,169.27,116.76,123.07,121.25,101.18,88.17,97.07,99.13,99.85,109.54,132.89,114.95
693 Produk kawat ( tidak termasuk kabel listrik terisolasi) dan pagar pemanggang,105.48,100.51,98.19,96.61,90.37,99.81,96.25,96.31,96.02,91.34,97.12,88.23,96.49
"694 Paku, sekrup, mur, baut, paku keling dan sejenisnya, dari besi, baja, tembaga atau aluminium",107.14,106.1,102.21,102.2,97.11,96.49,96.4,96.18,90.25,100.5,92.26,179.42,105.81
"697 Peralatan rumah tangga dari logam dasar, tidak dirinci",115.81,99.29,119.8,105.47,97.21,114.39,107.28,87.71,96.11,96.57,87.16,101.46,102.13
"699 Produk logam dasar, tidak dirinci",103,96.63,101.79,84.28,85.18,98.48,98.48,96.89,106.26,101.9,95.56,139.37,100.95
"713 Mesin internal pembakaran piston dan bagian-bagiannya, tidak dirinci",94.63,91.75,91.56,94.63,100.96,102.2,95.11,97.02,99.69,101.7,104.55,103.39,98.1
"742 Pompa air, ada atau tdk dilengkapi alat ukur, lift cair; bagian dari pompa dan lift",105.66,79.19,111.75,104.77,84.66,103.73,128.14,97.88,88.68,93.64,105.06,103.48,100.52
"743 Pompa (selain pompa air) udara atau gas lainnya, kompresor dan kipas angin; ventilasi atau penutup daur ulang dilengkapi dengan kipas angin, dilengkapi atau tidak dengan filter; sentrifugal, alat penyaringan atau pemurnian ; dan bagiannya",100.19,99.66,99.42,99.04,99.84,104.36,101.53,95.52,99.35,100.82,96.38,90.72,98.84
"747 Kran, kran, katup dan alat sejenis untuk pipa, ketel uap, tanki, tong atau sejenisnya, termasuk katup penurun tekanan dan katup termostaik yang dikendalikan",102.91,109.39,95.5,100.1,98.32,88.39,84.12,94.06,84.4,110.56,101.8,101.7,97.63
"748 Poros transmisi (termasuk camshaft atau crankshaffts) dan engkol, bantalan rumah dan poros polos; gigi dan gir, bola atau rol sekrup, kotak gir dan pengubah kecepatan lainnya(termasuk konverter torsi); roda gaya dan puli",103.86,98.08,103.69,119.89,114.54,104.11,116.01,100.46,106.9,119.6,106.68,102.32,108.35
751 Mesin kantor,99.33,92.11,106.17,97.3,99.01,103.18,101.88,102.77,104.25,103.26,104.63,103.08,101.61
"762 Pesawat penerima siaran radio, dikombinasi atau tidak, di pusat yang sama dengan alat rekaman suara atau jam",103.43,96.79,123.43,112.65,116.9,107.19,113.92,119.46,117.48,112.68,122.87,100.56,112.04
771 Mesin pembangkit listrik (selain pembangkit listrik di kelompok 76) dan bagiannya,98.55,89.87,100.16,98.5,108.29,94.38,97.86,99.68,92.03,101.82,102.93,89.88,97.7
"772 Alat listrik untuk berganti atau melindungi sirkuit listrik atau untuk membuat koneksi ke atau pada sirkuit listrik (misalnya switch, relay, sekring, penangkal petir, pembatas tegangan, penekan kenaikan tegangan, colokan dan soket, lampu pegangan dan junct",105.12,101.56,108.86,101.42,99.25,98.14,100.11,99.34,97.01,101.17,98.34,107.74,101.67
"773 Peralatan untuk menyalurkan listrik, tidak dirinci",102.8,99.62,101.54,100.11,98.4,84.91,96.92,97.63,97.13,106.64,99.91,96.27,98.74
"775 Peralatan elektronik atau non-elekronik rumah tangga, tidak dirinci",110.08,113.65,115.04,111.93,111.28,106.59,116.52,113.7,117.99,113.52,101.63,96.19,111.26
"778 Mesin dan peralatan listrik, tidak dirinci",121.18,128.11,103.05,107.48,95.73,93.84,101.77,100.63,104.1,108.24,105.83,102.61,106.04
"781 Mobil dan kendaraan bermotor lainnya yang terutama didesain untuk pengangkutan orang (selain kendaraan bermotor untuk pengangkutan sepuluh orang atau lebih, termasuk pengemudi), termasuk stasiun-wagon dan mobil balap",98.96,107.74,104.48,103.82,104.06,101.36,103.88,106.4,105,98.96,117.2,102.12,104.63
782 Kendaraan bermotor untuk pengangkutan barang dan kendaraan bermotor tujuan khusus,73.01,95.56,100.16,101.94,98.67,98.12,100.81,101.6,96.23,99.23,108.24,101.37,98.09
"784 Bagian dan aksesori kendaraan bermotor dari kelompok 722, 781, 782 dan 783",102.11,103.51,97.51,97.26,98.77,96.56,94.91,91.86,100.67,101.6,98.31,100.81,98.53
"785 Sepeda motor (termasuk moped) dan sepeda, bermotor dan tidak bermotor; gerbong yang tidak valid",105.55,105.08,105.96,108.06,109.05,106.42,108.02,105.4,104.86,109.58,101.62,104.93,106.26
"813 Perlengkapan dan peralatan pencahayaan, tidak dirinci",136.44,150.51,111.38,115.86,120.11,103.66,107.8,75.79,76.53,93.54,112.78,92.1,110.27
"821 Furnitur dan bagiannya; selimut, kasur, barang pembuat kasur, bantal dan barang perabot sejenisnya",106.06,103,100.91,101.67,102.43,103.43,99.73,100.24,92.52,96.68,96.42,98.33,99.88
"831 Bagasi, koper, kotak rias, tas eksekutif, tas sekolah, tempat kacamata, tas teropong, tas kamera, tas alat musik, tas pistol, sarung dan wadah semacamnya; tas bepergian, tas makanan atau minuman, tas toilet",102.32,108.14,104.95,104.15,111.09,107.92,107.78,109.94,106.09,108.34,98.05,98.68,105.6
"841 Mantel pria dan anak laki-laki, jubah, jaket, jas, blazer, celana panjang, celana pendek, kemeja, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, bukan rajutan atau kaitan (selain dari subkelompok 845.2)",104.53,105.61,105.81,97.69,100.19,94.95,91.67,98.84,98.43,104.5,97.25,106.33,100.13
"842 Mantel wanita dan anak perempuan, jubah, jaket, jas, celana panjang, celana pendek, kemeja, gaun dan rok, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, bukan rajutan atau kaitan (selain dari subkelompok 845.2)",104.75,104.76,96.8,113.02,99.57,99.03,96.55,102.49,102.23,102.28,117.98,101.29,103.19
"843 Mantel pria dan anak laki-laki, jubah, jaket, jas, blazer, celana panjang, celana pendek, kemeja, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, rajutan atau kaitan (selain dari subkelompok 845.2)",101.41,104.92,95.21,96.62,91.9,91.57,100.65,96.32,111.51,110.57,100.64,110.53,100.44
"844 Mantel wanita dan anak perempuan, jubah, jaket, jas, celana panjang, celana pendek, kemeja, gaun dan rok, pakaian dalam, pakaian tidur dan barang semacam dari kain tekstil, rajutan atau kaitan (selain dari subkelompok 845.2)",107.91,106.96,105.28,108,106.18,108.48,98.69,99.81,94.25,95.31,108.63,104.3,103.54
"845 Pakaian, dari kain tekstil, rajutan atau kaitan, ataupun tidak, tidak dirinci",102.42,107.27,101.45,101.2,97.95,115.42,98.76,96.18,98.6,105.11,94.92,95.37,100.6
"846 Aksesoris pakaian, dari kain tekstil, rajutan atau kaitan, ataupun tidak (selain untuk bayi)",106.77,103.27,101.18,122.14,108.17,98.99,99.8,102.82,107.33,100.67,103.23,98.76,104.19
848 Artikel dari pakaian dan aksesori pakaian selain dari kain tekstil; tutup kepala dari semua bahan,107.26,108.04,104.3,101.27,96.52,101.68,94.18,102.01,100.53,97.19,102.49,105.02,101.66
851 Alas kaki,103.01,100.72,96.44,99.01,99.92,99.07,99.72,98.43,100.87,103.56,100.45,99.06,100.15
"872 Instrumen dan peralatan, tidak dirinci, untuk tujuan medis, bedah, perawatan gigi atau kedokteran hewan",109.75,111.94,116.82,91.99,102.73,97.87,104.9,105.81,113.19,104.16,98.54,97.29,104.91
"873 Meter dan counter, tidak dirinci",127.02,107.52,124.3,127.65,127.85,126.13,128.73,116.35,109.42,123.49,123.08,95.04,121.34
"884 Barang-barang optik, tidak dirinci",86.43,96.42,102.02,103.61,110.07,107.81,109.93,104.4,109.88,116.1,106.34,100.22,104.1
"893 Barang dari plastik, tidak dirinci",97.7,111.51,94.04,98.82,93.3,112.28,96.47,89.53,100.02,90.99,89.41,102.15,97.49
"894 Kereta bayi, mainan, game dan barang olahraga",97.75,101.19,94.26,95.26,88.23,91.53,94.37,92.52,92.68,93.37,98.81,94.84,94.21
"895 Persediaan kantor dan alat tulis, tidak dirinci",100.49,99.51,98.25,93.54,105.74,103.57,95.54,97.01,94.98,103.65,99.06,106.63,99.53
"897 Perhiasan, emas dan perak, dan barang lainnya dari bahan mulia atau semi mulia, tidak dirinci",86.3,92.69,82.92,78.73,97.15,140.11,122.21,137.7,133.25,105.71,102.29,90.04,108.18
"898 Alat musik dan bagian dan perlengkapannya; rekaman, kaset dan suara atau mirip rekaman lainnya (tidak termasuk barang dari kelompok 763 dan 883)",97.72,100.52,105.47,103.46,104.45,102.54,101.22,104.99,104.93,109.26,108.48,185.78,110.45
"899 Aneka macam barang produksi yang terpisah, tidak dirinci",97.23,103.8,108.26,98.3,110.63,107.1,99.09,115.47,96.04,89.93,94.37,97.71,101.52
"971 Emas, non-moneter (tidak termasuk bijih emas dan konsentrat)",96.02,95.77,96.68,95.82,98.42,106.18,112.94,122.74,126.18,122.66,121.03,120.04,110.95
TOTAL EKSPOR,95.13,94.9,92.07,93.28,91.43,88.47,90.6,90.42,91,91.79,94.1,97.86,92.61
